Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.410000086,2.50999999,2.880000114,2.480000019,2.059999943,2.049999952,2.609999895,6.960000038,6.340000153,4.059999943,3.700000048,3.049999952,3.349999905,3.420000076,3.480000019,3.25,3.00999999,2.960000038,3.359999895,3.319999933,2.99000001,2.809999943,2.75,3.079999924,3.549999952,3.650000095,3.650000095,3.819999933,3.75,3.930000067,3.640000105
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.890999973,0.81400001,0.800000012,0.699999988,0.699000001,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,1.493000031,1.299999952,1.5,1.75,1.639999986,1.820000052,2.032999992,2.318000078,2.621999979,2.900000095,2.200000048,2.160000086,2.197999954,2.157999992,2.155999899,3.33100009,2.818000078
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.815638756,5.860223044,5.918227719,6.427393272,7.81263425,8.070167837,7.953916525,8.356852407,9.12937038,9.039178701,8.768916449,9.088338688,8.898488957,8.353933401,8.107449653,7.468214928,7.081166612,6.708933012,7.7056153,6.979320524,6.638577392,6.368934698,6.293933484,6.097066832,6.695885188,7.949952215,8.244181189,8.114695857,8.137313927,10.26266379,9.34145608
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.611000061,2.575999975,2.589999914,2.506000042,2.599999905,2.484999895,2.367000103,2.381999969,2.101999998,2.039999962,1.912999988,1.777999997,1.64199996,1.503000021,1.350000024,1.190999985,1.092000008,0.964999974,0.84799999,0.709999979,1.069000006,1.422000051,1.774999976,2.145999908,2.520999908,2.895999908,3.269999981,3.266000032,3.273000002,3.575999975,3.637000084
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.409000397,8.440999985,8.461000443,8.50399971,8.532999992,8.475999832,8.619999886,8.487999916,8.444000244,8.31799984,8.18500042,8.090999603,7.993999958,7.849999905,8.293000221,8.701000214,8.979999542,7.671999931,6.349999905,6.835999966,7.382999897,7.829999924,8.279999733,8.765000343,9.262999535,9.722999573,10.21100044,10.72799969,11.30000019,12.97099972,12.49699974
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.355999947,2.322999954,2.29399991,2.289999962,2.210999966,2.140000105,2.121999979,2.134000063,2.134000063,2.122999907,2.200000048,2.20600009,2.262000084,2.226000071,2.226999998,2.227999926,2.23300004,2.249000072,2.263000011,2.269999981,2.211999893,2.161999941,2.109999895,2.079999924,2.576999903,3.079999924,3.042000055,3.025000095,3.01699996,3.842000008,3.671999931
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.11800003,20.25099945,20.21500015,20.11300087,20.20299911,20.01000023,19.99300003,19.94300079,19.88599968,19.80599976,19.80999947,19.75300026,19.5739994,19.6060009,19.48900032,19.49099922,19.44300079,19.4279995,19.4109993,19.30800056,19.44599915,19.03000069,19.45999908,19.61100006,19.52099991,19.51600075,19.29100037,19.44599915,19.61199951,20.34300041,20.6060009
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.93400002,16.75600052,16.79999924,17,15.82999992,16.32999992,20.46999931,21.60000038,18.09000015,16.48999977,18.51499939,20.38999939,22.18000031,20.96999931,18.70000076,16,14,12.72000027,15.36999989,17.11100006,18.86000061,19.05999947,22.20999908,21.3029995,20.55599976,19.6590004,18.86000061,19.07999992,15.31999969,20.38999939,19.52000046
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.115083062,6.057488923,6.05915913,6.632275628,7.916774673,8.307076374,8.157093491,8.501835955,9.458089053,9.332720345,9.062224992,9.500946954,9.344078514,8.74606364,8.292915464,7.59503675,7.153981066,6.786551968,7.758904021,7.064827005,6.69543466,6.409913123,6.370230158,6.174300695,6.669013063,7.78200516,8.045698514,7.938163701,7.983433653,10.20078462,9.236439047
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.092761096,4.123612199,4.11543927,4.119343947,4.079228745,4.1026711,4.164999162,4.217203642,4.274178591,4.324317852,4.367794147,4.453686633,4.551065744,4.506015037,4.477018275,4.390023606,4.467262756,4.51132254,4.598308313,4.629980114,4.655987542,4.679468344,4.65154097,4.65211425,4.730258784,4.794793501,4.879533558,4.791442678,4.798019719,5.60959352,5.625167595
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.796810928,4.825746944,4.814822845,4.805872056,4.756470742,4.789079982,4.847347229,4.863614889,4.900085025,4.912638617,4.872256512,4.899666193,4.915020133,4.831072889,4.781391273,4.819601634,4.817844315,4.789447066,4.828722433,4.993592528,4.943420814,4.865230138,4.718473864,4.747629166,4.876253812,4.95851888,5.063150439,4.988809809,5.032626812,5.777256777,5.485834468
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.65999985,14.22000027,13.81999969,13.02999973,12.27000046,11.35000038,10.60000038,9.170000076,8.880000114,7.739999771,7.900000095,8.760000229,8.220000267,8.380000114,7.670000076,6.5,5.96999979,5.21999979,5.849999905,4.78000021,4.119999886,3.880000114,4.239999771,4.190000057,4.519999981,4.239999771,4.050000191,4.320000172,4.670000076,5.199999809,5.238999844
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.245478967,5.32161724,5.420576172,5.628689902,5.879639096,5.980691645,6.067355583,6.326913874,6.575367414,6.597600115,6.661129738,6.720281512,6.785871929,6.771115995,6.870536737,6.668759392,6.605974479,6.42141762,6.430610222,6.296264625,6.222250329,6.181353126,6.15370196,6.082764951,6.245524451,6.187643273,6.082394598,6.022984011,5.496895438,7.398931527,6.468920849
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.419242062,4.47174751,4.684117584,5.009277583,5.322953834,5.458177561,5.588001192,5.82940294,6.025765212,5.920681483,6.06890731,6.234267139,6.351594675,6.240012229,6.234670597,6.030360876,5.897933389,5.868750423,6.118777807,5.916610395,5.805994457,5.73565576,5.723120579,5.697767738,5.871573617,5.973751557,5.941941413,5.842694592,5.718280168,6.984295673,6.333153871
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.97699928,16.97299957,17.05900002,16.99099922,17.05699921,16.99200058,17.03300095,17.07999992,17.09799957,17,16.99900055,17.06399918,16.95499992,17.02099991,16.9659996,16.93799973,16.9279995,16.88199997,17.04800034,16.86700058,16.87199974,16.81299973,16.91600037,16.90399933,16.85199928,16.82500076,16.98500061,16.91799927,16.87999916,18.46100044,18.29299927
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.638590271,3.622688275,3.880769272,4.275205385,4.451182275,4.643110465,4.903614275,5.167215996,5.40832131,5.23485052,5.433581832,5.644514788,5.87809065,5.685403666,5.622947776,5.359895132,5.082259409,5.115532142,5.541903066,5.197827043,5.09775796,5.013829797,4.997067958,4.929163493,5.10055706,5.283264506,5.274107328,5.053261953,5.184725858,5.925592476,5.515208315
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.100000024,1.200000048,13.80000019,13.80000019,17.54000092,16.39999962,14.13000011,13.71000004,13.39000034,15.93000031,16.84000015,13.01000023,12.86999989,10.68000031,8.319999695,5.78000021,4.25,5.829999924,13.78999996,17.80999947,15.39000034,13.35999966,11.77000046,10.69999981,9.119999886,7.860000134,7.070000172,6.150000095,6.260000229,8.489999771,7.110000134
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.480000019,2.029999971,2.329999924,3.480000019,2.920000076,3.289999962,2.529999971,2.75999999,2.390000105,2.349999905,1.809999943,2.619999886,3.680000067,5.110000134,4.489999771,4.730000019,4.070000172,5.059999943,5.119999886,4.360000134,4.900000095,5.139999866,5.849999905,5.849999905,6.670000076,6.289999962,5.519999981,5.590000153,5.590000153,6.769999981,5.25
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.700000048,6.599999905,16.70000076,18.70000076,19,20.70000076,14.89999962,14.44999981,13.78999996,14.21000004,13.81999969,13.82999992,12.06000042,11.71000004,10.02999973,7.03000021,6.050000191,7.739999771,17.51000023,19.47999954,16.20999908,15.05000019,11.86999989,10.85000038,9.869999886,9.640000343,8.720000267,7.409999847,6.309999943,8.100000381,7.510000229
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.00999999,2.200000048,2.059999943,2.480000019,3.579999924,4.25,3.25999999,4.610000134,6.349999905,6.869999886,6.389999866,6.269999981,6,4.900000095,4.159999847,3.819999933,3.269999981,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.669999957,1.809999943,1.940000057,1.99000001,1.830000043,1.75,2.569999933,2.253000021
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.72299957,13.12199974,13.21000004,13.00199986,13.61200047,13.19400024,13.75,13.60900021,13.93999958,13.57999992,12.46000004,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,8.960000038,9.090000153,8.909999847,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,9.225000381,9.23900032,9.241999626,11.11400032,10.54199982
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.899999976,3.700000048,3.700000048,5.800000191,5.300000191,7.900000095,7.900000095,10,11.14000034,8.460000038,7.289999962,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.449999809,6.679999828,5.579999924,5.099999905,3.730000019,4.699999809,4.019999981,3.890000105,2.910000086,5.099999905,3.819999933,3.230000019
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.127999783,5.102000237,5.176000118,5.294000149,5.355000019,5.43900013,5.508999825,5.603000164,5.690999985,5.800000191,5.349999905,5.504000187,5.010000229,3.845999956,2.619999886,2.934999943,3.253000021,3.563999891,4.004000187,4.28000021,2.437999964,0.600000024,0.998000026,1.391000032,1.789999962,1.799999952,1.815000057,1.832999945,1.840999961,2.362999916,2.309999943
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.890999973,0.86500001,0.838999987,0.814999998,0.790000021,1.029000044,1.26699996,1.503000021,1.738000035,1.970000029,3.03399992,4.169000149,5.309000015,6.372000217,7.331999779,8.782999992,9.701999664,10.81599998,11.69999981,11.00800037,10.14900017,9.215999603,8.392999649,7.520999908,6.618000031,5.769999981,5.370999813,4.971000195,4.559999943,5.340000153,5.256999969
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.15510757,11.38539306,11.90353096,11.82118532,12.12939206,11.19959802,10.99673006,11.14585068,11.40543237,11.92393631,11.98489284,12.1276266,11.81669159,10.71567146,10.85883999,10.17311947,9.629950058,9.279601166,9.417469632,9.57710252,10.09212249,10.20899368,9.965645423,10.06903582,10.23047492,10.29551986,10.32997375,9.999063738,9.333695476,10.03072832,9.934014367
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.150000095,3.24000001,3.369999886,4.440000057,7.099999905,5.46999979,4.239999771,3.730000019,2.599999905,2.650000095,2.630000114,3,3.460000038,3.940000057,3.559999943,3.569999933,3.630000114,3.869999886,5.360000134,5.300000191,5.170000076,4.889999866,4.909999847,4.809999943,4.309999943,3.859999895,3.420000076,3.269999981,3.480000019,4.449999809,4.090000153
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.388944978,4.442329146,4.668782782,5.017131792,5.35698606,5.49960613,5.634436885,5.889514076,6.094634567,5.977583457,6.136683742,6.316484599,6.447109284,6.339333325,6.344399533,6.127504709,5.986847082,5.951704296,6.226729111,5.99351699,5.87696836,5.805782824,5.805635194,5.775772442,5.954121228,6.05801038,6.015417056,5.915471201,5.774802909,7.096334404,6.40553488
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.5,26.29999924,27.70000076,30,35.59999847,38.79999924,36,34.5,32.40000153,32.20000076,30.52000046,31.94000053,36.68999863,37.15999985,37.31999969,36.02999878,35.22999954,33.93000031,32.34999847,33.13000107,31.5,31.20000076,29.13999939,28.37999916,26.43000031,24.29999924,22.80999947,21.20000076,17.38999939,16.54999924,15.77999973
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.212000012,1.296000004,1.263000011,1.263000011,1.281999946,1.251000047,1.266000032,1.253999949,1.269000053,1.305999994,1.225000024,1.297999978,1.269000053,1.317999959,1.29400003,1.31099999,1.324000001,1.322999954,1.328999996,1.332999945,1.351999998,1.38499999,1.371999979,1.348999977,1.360999942,1.370000005,1.493999958,1.620000005,1.618999958,3.529999971,2.602999926
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.28000021,6.28399992,6.288000107,6.291999817,6.296000004,6.300000191,6.304999828,6.309999943,6.315000057,6.320000172,7.110000134,6.900000095,7.489999771,7.320000172,6.920000076,6.800000191,6.46999979,5.980000019,6.889999866,6.849999905,6.380000114,6.199999809,6.110000134,5.730000019,5.380000114,4.690000057,4,3.660000086,3.619999886,4.349999905,3.529999971
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.731999993,0.703999996,0.677999973,0.688000023,0.68599999,0.691999972,0.699000001,0.703000009,0.683000028,0.653999984,0.656000018,0.662999988,0.656000018,0.652999997,0.656000018,0.661000013,0.66900003,0.681999981,0.689999998,0.69599998,0.718999982,0.731000006,0.722000003,0.72299999,0.769999981,0.994000018,1.360000014,0.769999981,0.409999996,1.480000019,
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.82845133,12.09442283,12.7849968,12.83089955,13.27770069,12.24397056,11.99852481,12.17956541,12.4949329,13.12062857,13.17993072,13.27992545,12.87638824,11.56876768,11.79481844,11.04744279,10.56631196,10.35984457,10.50620669,10.7752335,11.49553154,11.73011813,11.47547462,11.64757414,11.94203527,12.07614235,12.08558954,11.71082548,10.9294683,11.42194558,11.43063373
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.07500076,25.875,25.67200089,27.18400002,27.88899994,28.63899994,28.11899948,28.3220005,28.06699944,28.8029995,29.01199913,29.33600044,29.65999985,30.02799988,30.30999947,24.9659996,19.39999962,17.14999962,19.09000015,19.64999962,19.76000023,19.80999947,19.59000015,18.04999924,17.54999924,17.72999954,16.07999992,15.18999958,15.13000011,17.87999916,16.87000084
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.933000088,5.936999798,5.763999939,5.617000103,5.5,5.691999912,5.739999771,5.842999935,5.93900013,6.085999966,6.143000126,6.199999809,6.800000191,6.815000057,7.041999817,7.126999855,7.199999809,5.559999943,5.860000134,6.550000191,4.769999981,3.900000095,4.230000019,4.800000191,4.860000134,7.239999771,6.360000134,5.380000114,5.44299984,6.590000153,7.75
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.765000105,2.842000008,2.717999935,2.743999958,2.770999908,2.703999996,2.700000048,2.746999979,2.772000074,2.885999918,2.842999935,2.900000095,2.954999924,2.984999895,3.030999899,3.045000076,3.096999884,3.141000032,3.190000057,3.229000092,3.263000011,3.303999901,3.346999884,3.384000063,3.430000067,3.453999996,3.453000069,3.454999924,3.464999914,3.776000023,3.938999891
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.17599964,10.15200043,10.07600021,10.17099953,9.982000351,10.01399994,10.12199974,10.00899982,9.973999977,10.04899979,9.996999741,9.963999748,9.887000084,9.909000397,9.854000092,9.722999573,9.977000237,9.947999954,9.93500042,9.895000458,9.869000435,9.859999657,9.967000008,10.06599998,10.15200043,10.30799961,10.34000015,10.39099979,10.40200043,11.13700008,11.2869997
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.680999756,9.625,9.625,9.616999626,9.590000153,9.491000175,9.411000252,9.328000069,9.303999901,9.142000198,9.140000343,8.199999809,8.229999542,8.340000153,9.520000458,9.039999962,8.479999542,7.170000076,7.260000229,7.650000095,7.449999809,7.46999979,7.320000172,7.46999979,7.409999847,6.809999943,6.75,6.429999828,6.329999924,8.630000114,7.656000137
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.790999889,4.945000172,4.797999859,4.988999844,4.751999855,4.842999935,4.882999897,4.890999794,4.903999805,4.922999859,4.989999771,4.934000015,4.902999878,4.912000179,4.93900013,4.93200016,4.894000053,4.919000149,4.920000076,4.940999985,4.967999935,5.004000187,4.980000019,4.967999935,4.986999989,4.981999874,4.960000038,4.948999882,4.93200016,5.681000233,5.657999992
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.660000086,3.710000038,4.110000134,3.654999971,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.319999933,3.230000019,3.319999933,3.660000086,3.390000105,3.049999952,3.099999905,3.160000086,2.880000114,3.099999905,3.440000057,3.410000086,3.299999952,3.25999999,4.539999962,4.046000004
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.164189614,7.876760411,7.354258889,6.550999082,6.034258756,5.865515479,5.407660135,4.886161113,4.556566375,4.275068781,4.982147736,5.974202964,6.155869636,5.704855526,5.25623542,4.798061562,4.77011693,5.818193422,9.152951684,9.460970841,8.793867793,7.985245479,7.33715846,6.250915875,5.457974178,5.102217051,4.576640523,4.111494249,3.889895294,8.205203504,5.586510555
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.13999939,19.19799995,19.44099998,19.39999962,21.0510006,22.77400017,24.45000076,23.08799934,21.69499969,20.29999924,20.8560009,21.27199936,21.79599953,22.09000015,22.32799911,22.18199921,22.20299911,22.25300026,22.29299927,22.12000084,19.45999908,16.77000046,19.03000069,18.52000046,20.89500046,23.35000038,21.65600014,19.87999916,20.00200081,21.23600006,21.26799965
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.91500092,18.40399933,18.45800018,18.30400085,18.02700043,18.63999939,18.23200035,18.5170002,17.84700012,17.47900009,17.23999977,16.94199944,16.47500038,16.30999947,15.84599972,15.17300034,14.80700016,14.61100006,13.97000027,13.73099995,14.03600025,14.3579998,14.4659996,14.59000015,13.89099979,13.18200016,12.27499962,11.60299969,10.88000011,13.56000042,12.43599987
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.414000034,1.406000018,1.427999973,1.427000046,1.432999969,1.462000012,1.463000059,1.412999988,1.501000047,1.521000028,1.470000029,1.899999976,2.345999956,2.789999962,3.099999905,2.653000116,2.21600008,1.702000022,1.274000049,0.771000028,0.319999993,2.180000067,1.381000042,0.519999981,0.532000005,0.533999979,0.541999996,0.541999996,0.551999986,0.680000007,0.667999983
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.977999926,3.930999994,3.982000113,3.970000029,3.944999933,3.898000002,3.900000095,3.892999887,3.901000023,3.851999998,3.838000059,3.750999928,3.812000036,3.789000034,3.806999922,3.802999973,3.790999889,3.782000065,3.763000011,3.755000114,3.769999981,3.75,3.700000048,3.944000006,4.221000195,4.508999825,4.729000092,4.962999821,5.205999851,5.999000072,5.93599987
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.03399992,7.068999767,7.133999825,7.105999947,7.102000237,7.140999794,7.239999771,7.296000004,7.277999878,7.394000053,7.473999977,7.579999924,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,6.499000072,5.210000038,5.28000021,4.519999981,4.699999809,3.900000095,3.299999952,5.199999809,5.202000141,5.936999798,5.93200016
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.28000021,5.559999943,6.289999962,7.159999847,7.159999847,6.420000076,5.510000229,4.389999866,3.619999886,2.730000019,2.119999886,2.549999952,3.589999914,4.650000095,5.869999886,5,4.150000095,3.650000095,4.349999905,4.989999771,4.980000019,5.820000172,7.239999771,7.420000076,6.869999886,6.010000229,4.840000153,3.829999924,3.380000114,3.819999933,4.210000038
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.409999847,5.909999847,5.96999979,5.349999905,6.309999943,5.039999962,4.690000057,3.74000001,3.25,3.460000038,3.74000001,4.019999981,4.21999979,4.260000229,4.380000114,3.400000095,2.49000001,2.549999952,3.099999905,3.519999981,3.210000038,3.119999886,3.420000076,3.480000019,4.300000191,4.679999828,4.159999847,3.799999952,3.690000057,4.420000076,4.369999886
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.57199955,10.50699997,10.50199986,10.63799953,10.4989996,10.56000042,10.55599976,10.4989996,10.54500008,10.60400009,10.56599998,10.42399979,10.5369997,10.55799961,10.52000046,10.51500034,10.51399994,10.59300041,10.54199982,10.54800034,10.50300026,10.53100014,10.50199986,10.57600021,10.51200008,10.40299988,10.65999985,10.62300014,10.59899998,13.07800007,12.22299957
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.60999966,10.67000008,9.800000191,8.350000381,6.460000038,6.289999962,6.860000134,7.71999979,7.019999981,6.130000114,5.429999828,5.28000021,4.75,4.010000229,3.809999943,3.859999895,3.660000086,4.170000076,6.119999886,6.559999943,6.489999771,6.929999828,5.840000153,5.429999828,5.409999847,5.150000095,4.739999771,4.329999924,4.110000134,4.599999905,3.779999971
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.764299677,7.270905078,7.749251401,7.831971203,7.601657747,7.549190452,7.250475032,7.214433403,7.174359858,6.771783259,6.623408418,7.169526915,7.286896604,7.178273931,6.829272819,6.247583454,5.771863654,6.101216107,8.248760274,8.419823844,8.027211147,8.006109713,7.918661083,7.397375479,6.842045734,6.42991683,5.90058274,5.464238455,5.385726354,7.102086134,6.18817066
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.953999996,3.943000078,4.010000229,4.063000202,4.052000046,4.093999863,4.051000118,4.117000103,4.165999889,4.065999985,4.110000134,4.217999935,4.255000114,4.197000027,4.190999985,4.156000137,4.18900013,4.139999866,4.058000088,4.006999969,3.86500001,3.657999992,3.601999998,3.549999952,3.384000063,3.269999981,2.572999954,1.799999952,1.850000024,2.940000057,2.512000084
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.799008443,10.28560796,10.87824012,11.1941113,11.52284611,11.6976183,11.82281129,11.63177775,11.61632577,11.39907112,11.58626838,11.52234263,11.87402564,11.68571049,11.41047246,10.74193879,10.20170271,9.919855047,10.57691358,10.86658734,10.50029551,10.28727031,10.46450752,10.18249412,10.02910413,9.922449729,9.542905654,9.164091667,9.057381033,10.15142872,10.07548418
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.66900003,0.683000028,0.637000024,0.644999981,0.647000015,0.639999986,0.610000014,0.612999976,0.614000022,0.611000001,0.600000024,0.587000012,0.600000024,0.603999972,0.591000021,0.579999983,0.400000006,0.419999987,0.540000021,0.649999976,0.800000012,1.863999963,2.950000048,1.830000043,3.569999933,3.756000042,3.913000107,4.079999924,4.829999924,6.550000191,6.340000153
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.06400013,6.085000038,6.123000145,6.110000134,6.061999798,6.038000107,6.015999794,6.028999805,6.066999912,6.051000118,6.041999817,5.994999886,6.006999969,5.93900013,5.948999882,5.863999844,5.843999863,5.907999992,6.011000156,5.875,4.050000191,3.717000008,3.703000069,4.419000149,4.368000031,4.758999825,5.392000198,5.217999935,6.329999924,14.11400032,10.30099964
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.65199995,4.800000191,4.578000069,4.323999882,4.544000149,4.769000053,4.639999866,4.974999905,4.920000076,4.897999763,5.02699995,4.840000153,4.150000095,4.710000038,4.869999886,4.170000076,4.079999924,4.03000021,3.960000038,3.599999905,3.480000019,3.24000001,3.569999933,3.210000038,3.269999981,3.74000001,3.690000057,3.49000001,3.380000114,7.179999828,5.099999905
